doi,modality,split,label
10.1371/journal.pone.0162740,image,internal,control
10.1038/sj.bjc.6601235,image,internal,control
10.1016/j.cell.2013.09.042,image,internal,control
10.1016/j.jpra.2024.10.014,image,internal,control
10.3390/cancers10080272,image,internal,control
10.1038/bjc.2011.40,image,internal,control
10.1186/s13046-018-0728-0,image,internal,control
10.1158/1078-0432.ccr-21-3032,image,internal,control
10.1016/j.jtocrr.2021.100270,image,internal,control
10.1038/onc.2014.469,image,internal,control
10.1038/sj.onc.1207378,image,internal,control
10.3390/cells9061331,image,internal,control
10.1038/onc.2011.486,image,internal,control
10.1002/pros.23885,image,internal,control
10.1245/s10434-017-5818-2,image,internal,control
10.1016/j.phro.2021.03.004,image,internal,control
10.1038/onc.2015.345,image,internal,control
10.1155/2013/302426,image,internal,control
10.1093/jncics/pkz072,image,internal,control
10.1038/onc.2014.280,image,internal,control
10.1016/j.ccell.2022.11.001,image,internal,control
10.1038/s41388-018-0375-0,image,internal,control
10.1186/1471-2458-11-804,image,internal,control
10.1038/s41388-023-02709-3,image,internal,control
10.1371/journal.pone.0101579,image,internal,control
10.1016/j.cell.2020.10.036,image,internal,control
10.1038/s41388-018-0435-5,image,internal,control
10.1371/journal.pone.0017193,image,internal,control
10.1038/s41388-020-01479-6,image,internal,control
10.1002/hep.29781,image,internal,control
10.1016/j.breast.2021.06.012,image,internal,control
10.1038/s41388-022-02179-z,image,internal,control
10.1038/onc.2016.25,image,internal,control
10.1038/onc.2015.288,image,internal,control
10.1038/s41388-021-01956-6,image,internal,control
10.3390/ijms21176220,image,internal,control
10.1016/j.ccell.2018.03.018,image,internal,control
10.1038/onc.2011.422,image,internal,control
10.1097/pgp.0000000000000612,image,internal,control
10.1371/journal.pone.0155242,image,internal,control
10.1038/s41591-023-02791-w,image,internal,control
10.1038/onc.2013.350,image,internal,control
10.1038/s41388-018-0221-4,image,internal,control
10.3892/ol.2022.13510,image,internal,control
10.1371/journal.pone.0012417,image,internal,control
10.1371/journal.pone.0161501,image,internal,control
10.4081/ejh.2014.2227,image,internal,control
10.1038/s41598-020-77322-5,image,internal,control
10.1038/s41388-018-0636-y,image,internal,control
10.3390/cancers13040692,image,internal,control
10.1186/1471-2407-11-20,image,internal,control
10.1186/s12874-018-0628-1,image,internal,control
10.1158/2767-9764.crc-21-0100,image,internal,control
10.1016/j.ccell.2019.05.013,image,internal,control
10.1136/jitc-2022-004779,image,internal,control
10.1371/journal.pone.0026539,image,internal,control
10.3390/ijms130810143,image,internal,control
10.1371/journal.pone.0191195,image,internal,control
10.1007/s00701-017-3311-0,image,internal,control
10.1186/1742-4682-11-21,image,internal,control
10.1038/sj.onc.1210062,image,internal,control
10.3390/cells8111318,image,internal,control
10.1038/s41388-023-02694-7,image,internal,control
10.1007/s10549-013-2677-9,image,internal,control
10.4103/2153-3539.175378,image,internal,control
10.1038/sj.bjc.6690755,image,internal,control
10.1136/gutjnl-2015-309675,image,internal,control
10.1186/s12885-023-11147-z,image,internal,control
10.1038/onc.2015.409,image,internal,control
10.1111/and.14410,image,internal,control
10.1186/s12902-016-0095-9,image,internal,control
10.1038/s44318-024-00188-0,image,internal,control
10.1038/onc.2015.252,image,internal,control
10.1080/02813432.2016.1183692,image,internal,control
10.1186/s12943-015-0301-9,image,internal,control
10.1038/ncomms15507,image,internal,control
10.1097/cej.0000000000000311,image,internal,control
10.1111/jdv.18436,image,internal,control
10.1001/jamanetworkopen.2020.11768,image,internal,control
10.1177/1534735417722224,image,internal,control
10.3390/jpm13091355,image,internal,control
10.1038/onc.2010.426,image,internal,control
10.1007/s00467-020-04546-y,image,internal,control
10.1038/onc.2010.361,image,internal,control
10.18632/oncotarget.9602,image,internal,control
10.1016/j.tranon.2017.04.012,image,internal,control
10.1038/s41388-018-0574-8,image,internal,control
10.1038/onc.2011.370,image,internal,control
10.1016/j.ccell.2021.07.001,image,internal,control
10.1038/s41598-017-02057-9,image,internal,control
10.1038/onc.2017.313,image,internal,control
10.1371/journal.pone.0037764,image,internal,control
10.1016/j.jaccao.2019.12.001,image,internal,control
10.1038/s41392-018-0021-x,image,internal,control
10.1038/s41598-021-94154-z,image,internal,control
10.3390/ijms18102025,image,internal,control
10.1038/s41388-021-02170-0,image,internal,control
10.1371/journal.pone.0189300,image,internal,control
10.1371/journal.pone.0189007,image,internal,control
10.1038/s41388-020-01515-5,image,internal,control
10.1038/s41388-019-0866-7,image,internal,control
10.1038/onc.2015.48,image,internal,control
10.1038/s41388-020-1214-7,image,internal,control
10.1038/s41416-018-0162-2,image,internal,control
10.1038/onc.2015.163,image,internal,control
10.1038/s41388-018-0652-y,image,internal,control
10.1038/onc.2009.402,image,internal,control
10.3892/or.17.6.1501,image,internal,control
10.1016/j.tranon.2016.12.007,image,internal,control
10.1038/onc.2014.207,image,internal,control
10.3390/jcm12031134,image,internal,control
10.7603/s40681-016-0015-3,image,internal,control
10.1038/s41467-024-47987-x,image,internal,control
10.18632/oncotarget.13006,image,internal,control
10.18632/oncotarget.3389,image,internal,control
10.1155/2018/5912394,image,internal,control
10.1016/j.ccell.2014.12.002,image,internal,control
10.1038/s41388-019-1137-3,image,internal,control
10.1038/s41388-020-01616-1,image,internal,control
10.1038/bjc.2016.312,image,internal,control
10.1038/s41388-018-0414-x,image,internal,control
10.1038/onc.2011.354,image,internal,control
10.1038/sj.onc.1208856,image,internal,control
10.1038/s41388-018-0557-9,image,internal,control
10.1038/onc.2012.425,image,internal,control
10.1371/journal.pone.0121398,image,internal,control
10.1038/onc.2017.305,image,internal,control
10.1038/sj.bjc.6602906,image,internal,control
10.1186/1476-4598-13-155,image,internal,control
10.1016/j.cell.2019.02.012,image,internal,control
10.1186/1471-2164-13-s1-s13,image,internal,control
10.1186/1471-2458-10-67,image,internal,control
10.3892/ijo.2014.2627,image,internal,control
10.1038/s41591-024-03244-8,image,internal,control
10.1038/bjc.2014.167,image,internal,control
10.1016/j.ccell.2023.07.010,image,internal,control
10.2147/cmar.s191653,image,internal,control
10.1186/s40880-018-0317-9,image,internal,control
10.1186/s12885-020-06986-z,image,internal,control
10.1038/s41591-022-01800-8,image,internal,control
10.1007/s10585-020-10028-0,image,internal,control
10.1038/sj.bjc.6690148,image,internal,control
10.1038/nm.4045,image,internal,control
10.1371/journal.pone.0142656,image,internal,control
10.1186/1471-230x-10-51,image,internal,control
10.1038/cddis.2013.204,image,internal,control
10.1371/journal.pone.0049605,image,internal,control
10.1021/jm500249n,image,internal,control
10.1186/s13058-023-01719-z,image,internal,control
10.1038/s41388-018-0286-0,image,internal,control
10.1038/onc.2010.17,image,internal,control
10.1038/s41388-021-01811-8,image,internal,control
10.1038/s41598-018-27739-w,image,internal,control
10.1038/s41388-018-0263-7,image,internal,control
10.18632/oncotarget.6700,image,internal,control
10.1038/onc.2011.518,image,internal,control
10.15252/embj.2020106123,image,internal,control
10.3390/antiox12010167,image,internal,control
10.3390/cancers12030767,image,internal,control
10.1186/s12929-015-0128-0,image,internal,control
10.1172/jci161084,image,internal,control
10.1186/s12904-016-0075-x,image,internal,control
10.18632/oncotarget.4250,image,internal,control
10.1186/1472-6882-13-46,image,internal,control
10.1038/srep23979,image,internal,control
10.1186/s12929-018-0483-8,image,internal,control
10.1371/journal.pone.0109610,image,internal,control
10.1038/s41591-024-02965-0,image,internal,control
10.1038/onc.2017.247,image,internal,control
10.1038/s41388-019-0893-4,image,internal,control
10.3390/ijms22179254,image,internal,control
10.1038/onc.2013.367,image,internal,control
10.1038/s41591-024-03077-5,image,internal,control
10.1002/1878-0261.13159,image,internal,control
10.3390/ijms222413386,image,internal,control
10.1038/onc.2013.515,image,internal,control
10.1136/jitc-2020-001657,image,internal,control
10.1038/onc.2012.159,image,internal,control
10.1186/1476-4598-13-172,image,internal,control
10.1117/1.jmi.12.s1.s13003,image,internal,control
10.1172/jci133525,image,internal,control
10.3390/ijms20174154,image,internal,control
10.1371/journal.pone.0179363,image,internal,control
10.1038/s41388-018-0188-1,image,internal,control
10.1038/s41388-022-02395-7,image,internal,control
10.1038/nm.3548,image,internal,control
10.1016/j.molmet.2020.101046,image,internal,control
10.1038/onc.2016.454,image,internal,control
10.1177/20584601241258675,image,internal,control
10.3390/cells11101639,image,internal,control
10.1038/s41591-023-02478-2,image,internal,control
10.3892/ol.2016.5287,image,internal,control
10.3390/jpm12081283,image,internal,control
10.3892/ijo_00000705,image,internal,control
10.1002/ijc.33242,image,internal,control
10.3389/fonc.2021.640490,image,internal,control
10.1038/onc.2009.468,image,internal,control
10.1016/j.ccell.2022.09.014,image,internal,control
10.1186/s12929-022-00869-0,image,internal,control
10.1038/s41388-024-03148-4,image,internal,control
10.1371/journal.pcbi.1008898,image,internal,control
10.3892/or_00000544,image,internal,control
10.2147/rru.s68477,image,internal,control
10.1038/onc.2014.318,image,internal,control
10.1038/s41388-021-01782-w,image,internal,control
10.1186/s13046-020-01756-y,image,internal,control
10.1186/2193-1801-3-141,image,internal,control
10.1038/onc.2011.154,image,internal,control
10.1371/journal.pmed.0030168,image,internal,control
10.2340/17453674.2022.2044,image,internal,control
10.1186/s12929-022-00878-z,image,internal,control
10.1186/bcr1140,image,internal,control
10.1038/s41388-019-0871-x,image,internal,control
10.1016/j.ccell.2023.02.002,image,internal,control
10.1038/s41388-024-03028-x,image,internal,control
10.1002/cam4.1135,image,internal,control
10.1093/jncics/pkad050,image,internal,control
10.1016/j.cell.2020.06.036,image,internal,control
10.1038/onc.2017.227,image,internal,control
10.1038/s41419-024-07067-w,image,internal,control
10.1038/s41598-018-31498-z,image,internal,control
10.15252/embj.2022112806,image,internal,control
10.1038/s41388-022-02221-0,image,internal,control
10.1038/s41388-018-0276-2,image,internal,control
10.1038/onc.2015.301,image,internal,control
10.1038/s41591-018-0230-4,image,internal,control
10.1038/s41388-021-01859-6,image,internal,control
10.3390/cancers14163933,image,internal,control
10.1038/onc.2013.48,image,internal,control
10.1080/23723556.2015.1026527,image,internal,control
10.1038/emboj.2010.129,image,internal,control
10.1016/j.adro.2019.11.007,image,internal,control
10.1093/gerona/glu222,image,internal,control
10.1038/s41591-019-0561-9,image,internal,control
10.4103/2152-7806.176138,image,internal,control
10.15252/embj.2021107680,image,internal,control
10.1007/s10549-016-3983-9,image,internal,control
10.1038/s41388-022-02291-0,image,internal,control
10.1371/journal.pone.0112839,image,internal,control
10.1038/s41388-020-01509-3,image,internal,control
10.3390/ijms17091530,image,internal,control
10.1093/annonc/mdq337,image,internal,control
10.3390/cancers14194665,image,internal,control
10.1016/j.isci.2022.105317,image,internal,control
10.3390/ph14010057,image,internal,control
10.1016/j.ccell.2023.09.008,image,internal,control
10.1371/journal.pone.0161007,image,internal,control
10.1038/s41388-020-01635-y,image,internal,control
10.1155/2012/891893,image,internal,control
10.1038/s41388-018-0137-z,image,internal,control
10.18632/oncotarget.2674,image,internal,control
10.1186/s12885-015-1592-3,image,internal,control
10.1038/onc.2012.528,image,internal,control
10.1111/jan.16308,image,internal,control
10.1155/2014/532161,image,internal,control
10.1016/j.tranon.2015.04.001,image,internal,control
10.1038/ncomms13867,image,internal,control
10.1111/jcmm.12001,image,internal,control
10.1186/s12885-018-4676-z,image,internal,control
10.18632/oncotarget.8433,image,internal,control
10.1038/onc.2016.342,image,internal,control
10.1016/j.ccell.2015.04.017,image,internal,control
10.1038/onc.2008.454,image,internal,control
10.1016/j.ccell.2023.06.006,image,internal,control
10.3389/fonc.2024.1399171,image,internal,control
10.1038/s41388-020-01636-x,image,internal,control
10.1084/jem.20141702,image,internal,control
10.1038/s41591-022-01937-6,image,internal,control
10.1002/ijc.28052,image,internal,control
10.1001/jamainternmed.2023.2442,image,internal,control
10.1038/onc.2013.398,image,internal,control
10.1016/j.ccell.2020.09.019,image,internal,control
10.1038/s41388-018-0411-0,image,internal,control
10.1371/journal.pmed.1003903,image,internal,control
10.1117/1.jmi.9.3.033503,image,internal,control
10.3389/fonc.2019.00060,image,internal,control
10.1186/1476-4598-5-20,image,internal,control
10.1038/srep20097,image,internal,control
10.1371/journal.pone.0074982,image,internal,control
10.3390/cancers12113477,image,internal,control
10.1371/journal.pone.0042766,image,internal,control
10.1038/s41388-020-01431-8,image,internal,control
10.1038/s41388-019-0895-2,image,internal,control
10.1038/s41591-023-02600-4,image,internal,control
10.3390/pharmaceutics10040193,image,internal,control
10.1038/s41598-019-45588-z,image,internal,control
10.1038/onc.2011.94,image,internal,control
10.1007/s00280-018-3690-9,image,internal,control
10.1186/1741-7015-6-6,image,internal,control
10.1038/onc.2009.337,image,internal,control
10.1038/s41591-023-02304-9,image,internal,control
10.4137/grsb.s562,image,internal,control
10.1038/sj.bjc.6604135,image,internal,control
10.1038/onc.2015.483,image,internal,control
10.1093/nar/gkw785,image,internal,control
10.1038/modpathol.2008.172,image,internal,control
10.1016/j.ccell.2022.12.009,image,internal,control
10.2967/jnumed.121.261993,image,internal,control
10.1186/s12916-015-0485-2,image,internal,control
10.1038/onc.2010.619,image,internal,control
10.3390/cancers13112631,image,internal,control
10.1186/s12935-014-0118-4,image,internal,control
10.1016/j.cell.2020.07.005,image,internal,control
10.1038/cddis.2013.420,image,internal,control
10.1038/onc.2008.389,image,internal,control
10.1038/s41388-020-01512-8,image,internal,control
10.7759/cureus.6553,image,internal,control
10.1002/1878-0261.12096,image,internal,control
10.25040/ntsh2023.02.18,image,internal,control
10.1007/s00405-010-1417-6,image,internal,control
10.1038/onc.2013.332,image,internal,control
10.3390/biomedicines9010069,image,internal,control
10.1111/cas.13697,image,internal,control
10.1016/j.cell.2023.05.028,image,internal,control
10.1038/bjc.2012.559,image,internal,control
10.3324/haematol.2016.152025,image,internal,control
10.1155/2015/768093,image,internal,control
10.1038/onc.2016.227,image,internal,control
10.1186/1748-717x-8-159,image,internal,control
10.1186/1476-4598-13-189,image,internal,control
10.1186/1471-2407-6-246,image,internal,control
10.1038/s41374-019-0336-4,image,internal,control
10.1038/s41598-021-88177-9,image,internal,control
10.1186/s13046-019-1247-3,image,internal,control
10.1016/j.molcel.2012.12.023,image,internal,control
10.1002/cam4.3691,image,internal,control
10.1186/s13046-021-02042-1,image,internal,control
10.1371/journal.pone.0005052,image,internal,control
10.1186/s12885-018-4568-2,image,internal,control
10.1038/bjc.2015.254,image,internal,control
10.3390/cancers11070899,image,internal,control
10.1038/s41388-018-0176-5,image,internal,control
10.1016/j.cell.2018.11.046,image,internal,control
10.1016/j.ymthe.2017.11.016,image,internal,control
10.1120/jacmp.v16i6.5673,image,internal,control
10.3389/fmicb.2018.00983,image,internal,control
10.1002/1878-0261.13083,image,internal,control
10.1038/s44318-024-00201-6,image,internal,control
10.1038/onc.2015.187,image,internal,control
10.1186/s12935-018-0625-9,image,internal,control
10.1186/bcr3080,image,internal,control
10.3390/jcm8070959,image,internal,control
10.1038/onc.2016.508,image,internal,control
10.1371/journal.pone.0108049,image,internal,control
10.15252/embj.2019101654,image,internal,control
10.3390/ijms18030636,image,internal,control
10.3390/cancers11060739,image,internal,control
10.15252/embj.2018100852,image,internal,control
10.1016/j.redox.2021.102124,image,internal,control
10.3390/cancers12010199,image,internal,control
10.1038/s41388-023-02901-5,image,internal,control
10.1038/onc.2017.171,image,internal,control
10.1038/s41388-019-1047-4,image,internal,control
10.1016/j.ccell.2023.12.021,image,internal,control
10.3390/ijms22062870,image,internal,control
10.1038/onc.2010.563,image,internal,control
10.3390/healthcare8030314,image,internal,control
10.1038/sj.bjc.6604033,image,internal,control
10.1038/s41388-019-0773-y,image,internal,control
10.18632/oncotarget.8629,image,internal,control
10.1016/j.cell.2023.07.004,image,internal,control
10.1038/onc.2014.362,image,internal,control
10.3390/biom11020263,image,internal,control
10.3390/cancers12010182,image,internal,control
10.1186/s12929-017-0343-y,image,internal,control
10.3390/cells9010027,image,internal,control
10.1186/1479-5876-7-16,image,internal,control
10.1038/s41388-023-02678-7,image,internal,control
10.1186/s12905-017-0469-9,image,internal,control
10.1016/j.redox.2012.10.001,image,internal,control
10.3389/fonc.2019.00129,image,internal,control
10.1186/s12885-019-5652-y,image,internal,control
10.2196/17084,image,internal,control
10.3390/cancers14040913,image,internal,control
10.1038/onc.2012.494,image,internal,control
10.1172/jci159181,image,internal,control
10.1038/s41591-022-01754-x,image,internal,control
10.1038/onc.2017.261,image,internal,control
10.1186/s12885-022-09315-8,image,internal,control
10.3892/ijo.28.5.1031,image,internal,control
10.1038/s41388-020-1293-5,image,internal,control
10.1038/onc.2014.94,image,internal,control
10.1186/s12929-022-00881-4,image,internal,control
10.1371/journal.pmed.1003178,image,internal,control
10.1186/bcr3423,image,internal,control
10.1038/s44318-024-00262-7,image,internal,control
10.7150/ijbs.85443,image,internal,control
10.1038/srep27540,image,internal,control
10.1038/s41591-018-0205-5,image,internal,control
10.1038/s44318-024-00040-5,image,internal,control
10.1371/journal.pone.0023452,image,internal,control
10.1016/j.ccr.2014.03.006,image,internal,control
10.1158/0008-5472.can-22-1159,image,internal,control
10.3389/fphar.2019.01226,image,internal,control
10.1038/onc.2017.264,image,internal,control
10.1016/j.ccell.2020.08.016,image,internal,control
10.18632/aging.203345,image,internal,control
10.1097/jom.0000000000000258,image,internal,control
10.1038/s41591-023-02568-1,image,internal,control
10.1038/s41419-020-2432-1,image,internal,control
10.1002/cncr.28669,image,internal,control
10.1038/s41388-019-0953-9,image,internal,control
10.1038/onc.2016.307,image,internal,control
10.1371/journal.pone.0308254,image,internal,control
10.3389/fonc.2019.00688,image,internal,control
10.1038/s41591-018-0115-6,image,internal,control
10.1016/j.ccell.2020.10.022,image,internal,control
10.1038/onc.2011.246,image,internal,control
10.1186/s12905-021-01242-3,image,internal,control
10.1186/s12885-016-2104-9,image,internal,control
10.1038/sj.bjc.6601498,image,internal,control
10.1038/onc.2013.521,image,internal,control
10.1038/nm.2377,image,internal,control
10.1038/s41419-018-0915-0,image,internal,control
10.1186/s12929-022-00888-x,image,internal,control
10.7717/peerj.1386,image,internal,control
10.1038/s41388-023-02813-4,image,internal,control
10.1038/onc.2016.123,image,internal,control
10.1038/s41388-019-0873-8,image,internal,control
10.3390/diagnostics12051064,image,internal,control
10.4236/ojn.2016.65038,image,internal,control
10.1186/s13014-015-0490-9,image,internal,control
10.3390/jcm8081160,image,internal,control
10.1371/journal.pone.0126390,image,internal,control
10.1038/onc.2013.589,image,internal,control
10.15252/embj.2021110553,image,internal,control
10.1038/s41388-021-01740-6,image,internal,control
10.1016/j.molcel.2019.05.036,image,internal,control
10.1038/s41388-024-03197-9,image,internal,control
10.1186/s13014-017-0829-5,image,internal,control
10.1038/s41598-022-16077-7,image,internal,control
10.1038/onc.2010.521,image,internal,control
10.7150/thno.22012,image,internal,control
10.3892/ijo.2011.1194,image,internal,control
10.3390/cancers14030746,image,internal,control
10.3390/cancers11040541,image,internal,control
10.1186/1476-4598-8-43,image,internal,control
10.1002/path.4886,image,internal,control
10.1038/s41388-021-01839-w,image,internal,control
10.15252/embj.2021108389,image,internal,control
10.15252/embj.2019102147,image,internal,control
10.1016/j.ccell.2024.10.015,image,internal,control
10.1038/s41388-019-0779-5,image,internal,control
10.1038/s41388-019-0702-0,image,internal,control
10.1093/aje/kwab216,image,internal,control
10.1038/s41420-020-0272-5,image,internal,control
10.1038/s41388-022-02312-y,image,internal,control
10.1038/s41388-020-01507-5,image,internal,control
10.1038/onc.2013.77,image,internal,control
10.1038/onc.2016.195,image,internal,control
10.1158/1078-0432.ccr-21-3025,image,internal,control
10.1186/1477-7819-8-36,image,internal,control
10.1186/s13550-020-0600-z,image,internal,control
10.1186/1471-2407-9-288,image,internal,control
10.1371/journal.pone.0076951,image,internal,control
10.1038/onc.2013.563,image,internal,control
10.3892/or.18.5.1249,image,internal,control
10.1172/jci31537,image,internal,control
10.3390/children11010095,image,internal,control
10.15252/emmm.201404913,image,internal,control
10.1038/onc.2016.499,image,internal,control
10.3389/fonc.2023.1176698,image,internal,control
10.1186/s12885-015-1099-y,image,internal,control
10.1038/onc.2011.371,image,internal,control
10.1038/onc.2016.337,image,internal,control
10.1007/s00330-021-07907-9,image,internal,control
10.2337/dc11-1449,image,internal,control
10.1038/onc.2009.206,image,internal,control
10.1038/s41388-022-02375-x,image,internal,control
10.1186/s12906-022-03790-z,image,internal,control
10.7150/thno.60040,image,internal,control
10.1155/2011/504034,image,internal,control
10.3390/cancers13236103,image,internal,control
10.1038/onc.2008.426,image,internal,control
10.1186/1471-2458-13-13,image,internal,control
10.1038/s41388-022-02235-8,image,internal,control
10.9745/ghsp-d-19-00404,image,internal,control
10.1038/onc.2011.44,image,internal,control
10.3390/cancers14030732,image,internal,control
10.1038/s41388-022-02333-7,image,internal,control
10.3389/fimmu.2018.00412,image,internal,control
10.1038/s41388-017-0045-7,image,internal,control
10.1038/s41388-021-01722-8,image,internal,control
10.1186/s12885-018-4229-5,image,internal,control
10.2967/jnumed.118.223701,image,internal,control
10.1186/s13027-021-00386-z,image,internal,control
10.1038/s41591-019-0628-7,image,internal,control
10.1038/s41467-018-04313-6,image,internal,control
10.1080/2162402x.2020.1786888,image,internal,control
10.1038/onc.2011.450,image,internal,control
10.1186/bcr1072,image,internal,control
10.1186/s12889-017-4819-1,image,internal,control
10.1172/jci45390,image,internal,control
10.3389/fcell.2022.798590,image,internal,control
10.15252/embj.2022110844,image,internal,control
10.1371/journal.pone.0208115,image,internal,control
10.1155/2016/4368101,image,internal,control
10.1186/1476-4598-13-218,image,internal,control
10.1038/s41388-021-01814-5,image,internal,control
10.1038/bjc.2011.295,image,internal,control
10.1371/journal.pone.0248550,image,internal,control
10.1002/1878-0261.13012,image,internal,control
10.3389/fimmu.2024.1444007,image,internal,control
10.1038/onc.2011.340,image,internal,control
10.1038/s41388-018-0657-6,image,internal,control
10.3390/cells9030623,image,internal,control
10.1038/s41388-017-0023-0,image,internal,control
10.1093/jnci/djw236,image,internal,control
10.1016/j.ccell.2024.09.014,image,internal,control
10.1038/s41388-018-0133-3,image,internal,control
10.3802/jgo.2013.24.4.342,image,internal,control
10.3748/wjg.v23.i7.1171,image,internal,control
10.1038/onc.2011.430,image,internal,control
10.1038/s41388-021-01860-z,image,internal,control
10.18632/oncotarget.13845,image,internal,control
10.3390/ijms18061172,image,internal,control
10.1038/s41388-022-02507-3,image,internal,control
10.1038/onc.2011.259,image,internal,control
10.1186/s12910-020-0447-x,image,internal,control
10.1371/journal.pone.0210465,image,internal,control
10.1038/s41388-022-02326-6,image,internal,control
10.3390/ijms21207790,image,internal,control
10.3892/ijo_00000775,image,internal,control
10.1038/onc.2012.341,image,internal,control
10.1038/s41591-023-02332-5,image,internal,control
10.1177/15330338231192902,image,internal,control
10.1007/s10549-014-3057-9,image,internal,control
10.1038/s41388-020-01435-4,image,internal,control
10.3390/ijms14059790,image,internal,control
10.1038/s41598-019-40629-z,image,internal,control
10.1007/s00262-013-1453-3,image,internal,control
10.1038/emboj.2009.32,image,internal,control
10.3389/fimmu.2018.03081,image,internal,control
10.1038/onc.2011.526,image,internal,control
10.3390/cancers11030347,image,internal,control
10.1038/onc.2011.620,image,internal,control
10.1093/ajcp/aqad029,image,internal,control
10.1038/onc.2013.342,image,internal,control
10.15406/ogij.2020.11.00507,image,internal,control
10.1038/s41388-023-02632-7,image,internal,control
10.1038/s41388-022-02185-1,image,internal,control
10.1038/s41388-021-02058-z,image,internal,control
10.1038/s41586-023-06102-8,image,internal,control
10.2340/1651-226x.2024.40003,image,internal,control
10.1371/journal.pone.0277784,image,internal,control
10.1038/onc.2016.414,image,internal,control
10.1155/2021/2392395,image,internal,paper_mill
10.1155/2022/2805607,image,internal,paper_mill
10.1111/jcmm.13760,image,internal,paper_mill
10.3892/etm.2017.4595,image,internal,paper_mill
10.1155/2023/9821500,image,internal,paper_mill
10.1155/2023/2891120,image,internal,paper_mill
10.1155/2021/8371996,image,internal,paper_mill
10.3892/ol.2013.1188,image,internal,paper_mill
10.1155/2022/9690401,image,internal,paper_mill
10.1155/2022/7451395,image,internal,paper_mill
10.3892/mmr.2015.4168,image,internal,paper_mill
10.1590/1414-431x20198385,image,internal,paper_mill
10.2147/ott.s168654,image,internal,paper_mill
10.1155/2021/6697597,image,internal,paper_mill
10.1155/2021/6299472,image,internal,paper_mill
10.1155/2021/4019358,image,internal,paper_mill
10.1155/2022/3880356,image,internal,paper_mill
10.1155/2022/1263812,image,internal,paper_mill
10.1155/2021/7566365,image,internal,paper_mill
10.1039/c7ra12520h,image,internal,paper_mill
10.1155/2022/3241812,image,internal,paper_mill
10.1155/2022/4418300,image,internal,paper_mill
10.2147/ott.s249770,image,internal,paper_mill
10.3892/mmr.2015.4393,image,internal,paper_mill
10.1155/2022/9493816,image,internal,paper_mill
10.1002/2211-5463.12933,image,internal,paper_mill
10.3892/ol.2013.1123,image,internal,paper_mill
10.3892/mmr.2019.10013,image,internal,paper_mill
10.3892/or.2017.6147,image,internal,paper_mill
10.1590/1414-431x20198934,image,internal,paper_mill
10.1155/2022/5248230,image,internal,paper_mill
10.3892/or.2018.6825,image,internal,paper_mill
10.2147/ott.s215012,image,internal,paper_mill
10.3892/ol.2019.11241,image,internal,paper_mill
10.2147/ott.s213231,image,internal,paper_mill
10.2147/cmar.s265775,image,internal,paper_mill
10.3892/mmr.2018.8417,image,internal,paper_mill
10.3892/or.2017.5423,image,internal,paper_mill
10.1186/s13046-018-1012-z,image,internal,paper_mill
10.1042/bsr20170837,image,internal,paper_mill
10.1155/2022/6316158,image,internal,paper_mill
10.2147/cmar.s229083,image,internal,paper_mill
10.1002/1878-0261.12603,image,internal,paper_mill
10.1155/2022/2608633,image,internal,paper_mill
10.3892/ol.2019.10040,image,internal,paper_mill
10.1042/bsr20200392,image,internal,paper_mill
10.1155/2022/9303703,image,internal,paper_mill
10.1155/2022/1635446,image,internal,paper_mill
10.1155/2021/8715823,image,internal,paper_mill
10.1155/2021/5546612,image,internal,paper_mill
10.1155/2020/1974506,image,internal,paper_mill
10.2147/ott.s207593,image,internal,paper_mill
10.1002/2211-5463.12676,image,internal,paper_mill
10.3892/mmr.2018.9295,image,internal,paper_mill
10.3892/or.2014.3698,image,internal,paper_mill
10.1177/1533033819870791,image,internal,paper_mill
10.3892/mmr.2016.5572,image,internal,paper_mill
10.3892/ol.2015.2904,image,internal,paper_mill
10.1155/2022/9747880,image,internal,paper_mill
10.3892/or.2017.5916,image,internal,paper_mill
10.1155/2022/9054266,image,internal,paper_mill
10.2147/ott.s240022,image,internal,paper_mill
10.1155/2020/8824519,image,internal,paper_mill
10.1155/2020/8360841,image,internal,paper_mill
10.3892/or.2015.4165,image,internal,paper_mill
10.3892/ijmm.2021.4898,image,internal,paper_mill
10.1155/2022/2363410,image,internal,paper_mill
10.3727/096504017x15132494420120,image,internal,paper_mill
10.1155/2021/3727794,image,internal,paper_mill
10.1155/2021/6088322,image,internal,paper_mill
10.1098/rsob.190173,image,internal,paper_mill
10.1155/2021/6653793,image,internal,paper_mill
10.3892/ol.2017.6114,image,internal,paper_mill
10.3892/mmr.2016.4779,image,internal,paper_mill
10.1155/2022/1721526,image,internal,paper_mill
10.1016/j.omtn.2019.10.026,image,internal,paper_mill
10.3892/or.2017.5745,image,internal,paper_mill
10.3892/ijo.2019.4759,image,internal,paper_mill
10.3892/mmr.2017.6816,image,internal,paper_mill
10.1177/1533033819876913,image,internal,paper_mill
10.1155/2022/9385451,image,internal,paper_mill
10.2147/ott.s253868,image,internal,paper_mill
10.1155/2022/3199884,image,internal,paper_mill
10.1155/2022/2825712,image,internal,paper_mill
10.1155/2022/4071081,image,internal,paper_mill
10.1155/2022/5054507,image,internal,paper_mill
10.1155/2021/9996565,image,internal,paper_mill
10.3892/etm.2015.2633,image,internal,paper_mill
10.1155/2022/1280756,image,internal,paper_mill
10.2147/cmar.s269258,image,internal,paper_mill
10.3892/or.2015.4186,image,internal,paper_mill
