doi,pmid,pmcid,label,source,journal,country,pub_year
10.1002/jso.23470,24166728,,control,openalex,Journal of Surgical Oncology,Taiwan,2013
10.1007/s10549-010-0792-4,20177966,,control,openalex,Breast Cancer Research and Treatment,Taiwan,2010
10.3892/or.2011.1497,21993616,,control,openalex,Oncology Reports,Taiwan,2011
10.1016/j.oraloncology.2011.07.024,21852184,,control,openalex,Oral Oncology,Taiwan,2011
10.1016/j.lungcan.2006.01.011,16569461,,control,openalex,Lung Cancer,Taiwan,2006
10.1016/j.bbagen.2013.04.011,23583370,,control,openalex,Biochimica et Biophysica Acta (BBA) - General Subjects,Taiwan,2013
10.1021/pr700745n,18290608,,control,openalex,Journal of Proteome Research,Taiwan,2008
10.1245/s10434-010-0996-1,20224856,,control,openalex,Annals of Surgical Oncology,Taiwan,2010
10.1016/s1726-4901(09)70351-x,17475598,,control,openalex,Journal of the Chinese Medical Association,Taiwan,2007
10.1158/0008-5472.can-12-4033,23704207,,control,openalex,Cancer Research,Taiwan,2013
10.1016/j.jad.2010.12.006,21242002,,control,openalex,Journal of Affective Disorders,Taiwan,2011
10.1371/journal.pone.0072999,24039841,,control,openalex,PLoS ONE,Taiwan,2013
10.1007/s00384-012-1447-1,22426691,,control,openalex,International Journal of Colorectal Disease,Taiwan,2012
10.1002/ijc.26284,21780100,,control,openalex,International Journal of Cancer,Taiwan,2011
10.1097/cad.0b013e3282f18826,18043130,,control,openalex,Anti-Cancer Drugs,Taiwan,2008
10.1093/nar/gkv024,25609695,,control,openalex,Nucleic Acids Research,Taiwan,2015
10.1016/j.canlet.2005.11.021,16455193,,control,openalex,Cancer Letters,Taiwan,2006
10.1016/j.artmed.2007.09.004,18006289,,control,openalex,Artificial Intelligence in Medicine,Taiwan,2007
10.1007/s00432-010-0879-7,20387072,,control,openalex,Journal of Cancer Research and Clinical Oncology,Taiwan,2010
10.1038/modpathol.3880342,11353065,,control,openalex,Modern Pathology,Taiwan,2001
10.1155/2014/202378,24734104,,control,openalex,Evidence-based Complementary and Alternative Medicine,Taiwan,2014
10.1016/j.envres.2012.11.007,23276485,,control,openalex,Environmental Research,Taiwan,2012
10.1007/s11605-012-1835-4,22350724,,control,openalex,Journal of Gastrointestinal Surgery,Taiwan,2012
10.1371/journal.pone.0057968,23483955,,control,openalex,PLoS ONE,Taiwan,2013
10.1245/s10434-006-9077-x,17094028,,control,openalex,Annals of Surgical Oncology,Taiwan,2006
10.1002/cncr.24327,19408343,,control,openalex,Cancer,Taiwan,2009
10.1016/j.ygyno.2015.03.015,25797082,,control,openalex,Gynecologic Oncology,Taiwan,2015
10.1038/sj.jid.5700191,16528365,,control,openalex,Journal of Investigative Dermatology,Taiwan,2006
10.1016/j.freeradbiomed.2012.06.009,22713363,,control,openalex,Free Radical Biology and Medicine,Taiwan,2012
10.1158/1078-0432.ccr-04-2274,16115915,,control,openalex,Clinical Cancer Research,Taiwan,2005
10.1186/1748-717x-7-181,23110940,,control,openalex,Radiation Oncology,Taiwan,2012
10.1038/srep00584,22900142,,control,openalex,Scientific Reports,Taiwan,2012
10.2337/db10-0607,21282368,,control,openalex,Diabetes,Taiwan,2011
10.1007/s00268-003-6954-3,12784144,,control,openalex,World Journal of Surgery,Taiwan,2003
10.2147/ijn.s60171,24940057,,control,openalex,International Journal of Nanomedicine,Taiwan,2014
10.1038/srep20097,26806007,,control,openalex,Scientific Reports,Taiwan,2016
10.1186/s13014-016-0617-7,27000157,,control,openalex,Radiation Oncology,Taiwan,2016
10.18632/oncotarget.8381,27029061,,control,openalex,Oncotarget,Taiwan,2016
10.3389/fphar.2016.00081,27065869,,control,openalex,Frontiers in Pharmacology,Taiwan,2016
10.1097/md.0000000000001337,26266381,,control,openalex,Medicine,Taiwan,2015
10.29685/jcm.200512.0001,,,control,openalex,,Taiwan,2005
10.1016/j.radonc.2016.04.042,27207358,,control,openalex,Radiotherapy and Oncology,Taiwan,2016
10.18632/oncotarget.11445,27557518,,control,openalex,Oncotarget,Taiwan,2016
10.1021/acs.inorgchem.6b01562,27572677,,control,openalex,Inorganic Chemistry,Taiwan,2016
10.1007/s00330-016-4583-0,27631107,,control,openalex,European Radiology,Taiwan,2016
10.7150/jca.16550,28123593,,control,openalex,Journal of Cancer,Taiwan,2016
10.18632/oncotarget.19563,29163842,,control,openalex,Oncotarget,Taiwan,2017
10.18632/oncotarget.24149,29568350,,control,openalex,Oncotarget,Taiwan,2018
10.7150/thno.24173,29721093,,control,openalex,Theranostics,Taiwan,2018
10.1038/s41598-018-24633-3,29700319,,control,openalex,Scientific Reports,Taiwan,2018
10.1038/s41598-019-40826-w,30872752,,control,openalex,Scientific Reports,Taiwan,2019
10.1186/s12929-019-0602-1,32035490,,control,openalex,Journal of Biomedical Science,Taiwan,2020
10.1021/ja403609x,,,control,openalex,Journal of the American Chemical Society,Taiwan,2013
10.1034/j.1600-0714.2003.00185.x,12901727,,control,openalex,Journal of Oral Pathology and Medicine,Taiwan,2003
10.1006/enrs.1999.4018,10702326,,control,openalex,Environmental Research,Taiwan,2000
10.1097/mpa.0b013e318164548a,18665074,,control,openalex,Pancreas,Taiwan,2008
10.1016/j.oraloncology.2004.12.009,15878754,,control,openalex,Oral Oncology,Taiwan,2005
10.1023/a:1012590505236,11763426,,control,openalex,Journal of Neuro-Oncology,Taiwan,2001
10.5812/ircmj.31277,26734485,,control,openalex,Iranian Red Crescent Medical Journal,Taiwan,2015
10.18632/oncotarget.8629,27078844,,control,openalex,Oncotarget,Taiwan,2016
10.18632/oncotarget.10374,27385217,,control,openalex,Oncotarget,Taiwan,2016
10.1097/md.0000000000004568,27537583,,control,openalex,Medicine,Taiwan,2016
10.1097/md.0000000000005177,27893659,,control,openalex,Medicine,Taiwan,2016
10.3390/ijms18010163,28098816,,control,openalex,International Journal of Molecular Sciences,Taiwan,2017
10.1038/srep46688,28429764,,control,openalex,Scientific Reports,Taiwan,2017
10.1016/j.canlet.2018.02.037,29496538,,control,openalex,Cancer Letters,Taiwan,2018
10.1002/tox.22674,30421542,,control,openalex,Environmental Toxicology,Taiwan,2018
10.1016/j.neo.2019.04.007,31100640,,control,openalex,Neoplasia,Taiwan,2019
10.1111/anae.14862,31573678,,control,openalex,Anaesthesia,Taiwan,2019
10.1186/s12894-019-0539-4,31660936,,control,openalex,BMC Urology,Taiwan,2019
10.3390/cancers12010199,31941087,,control,openalex,Cancers,Taiwan,2020
10.1016/j.omtn.2019.12.022,31982774,,control,openalex,Molecular Therapy — Nucleic Acids,Taiwan,2020
10.3390/antiox9030228,32164337,,control,openalex,Antioxidants,Taiwan,2020
10.1136/bmjopen-2019-034351,32327476,,control,openalex,BMJ Open,Taiwan,2020
10.1016/j.canlet.2020.04.014,32353468,,control,openalex,Cancer Letters,Taiwan,2020
10.1016/j.breast.2020.08.014,32919172,,control,openalex,The Breast,Taiwan,2020
10.1038/s41419-022-05259-w,36151074,,control,openalex,Cell Death and Disease,Taiwan,2022
10.1186/s12929-022-00868-1,36266717,,control,openalex,Journal of Biomedical Science,Taiwan,2022
10.1007/s10549-015-3525-x,26253945,,control,openalex,Breast Cancer Research and Treatment,Taiwan,2015
10.1023/a:1011270521900,11456224,,control,openalex,Cancer Causes & Control,Taiwan,2001
10.1002/tox.21801,22848001,,control,openalex,Environmental Toxicology,Taiwan,2012
10.18632/oncotarget.3540,25881542,,control,openalex,Oncotarget,Taiwan,2015
10.2119/molmed.2012.00205,22952058,,control,openalex,Molecular Medicine,Taiwan,2012
10.1186/s12885-015-1592-3,26275425,,control,openalex,BMC Cancer,Taiwan,2015
10.1016/j.oraloncology.2015.03.007,25883032,,control,openalex,Oral Oncology,Taiwan,2015
10.3390/molecules17043844,22456615,,control,openalex,Molecules,Taiwan,2012
10.1016/j.ygyno.2010.11.026,21194737,,control,openalex,Gynecologic Oncology,Taiwan,2010
10.1016/j.bbagen.2013.06.033,23845726,,control,openalex,Biochimica et Biophysica Acta (BBA) - General Subjects,Taiwan,2013
10.1155/2012/952504,22007260,,control,openalex,Evidence-based Complementary and Alternative Medicine,Taiwan,2011
10.1002/jcb.22716,20503248,,control,openalex,Journal of Cellular Biochemistry,Taiwan,2010
10.1007/s10350-007-0305-7,17763908,,control,openalex,Diseases of the Colon & Rectum,Taiwan,2007
10.1016/j.bmcl.2012.10.098,23182088,,control,openalex,Bioorganic & Medicinal Chemistry Letters,Taiwan,2012
10.1158/0008-5472.can-05-2645,16510572,,control,openalex,Cancer Research,Taiwan,2006
10.2174/138161212803216915,22632857,,control,openalex,Current Pharmaceutical Design,Taiwan,2012
10.1016/j.ejmech.2012.11.027,23237975,,control,openalex,European Journal of Medicinal Chemistry,Taiwan,2012
10.1016/j.cca.2006.02.026,16581051,,control,openalex,Clinica Chimica Acta,Taiwan,2006
10.1016/j.juro.2009.04.026,19524962,,control,openalex,The Journal of Urology,Taiwan,2009
10.1158/0008-5472.can-07-5460,18413730,,control,openalex,Cancer Research,Taiwan,2008
10.1007/s00384-011-1366-6,22146786,,control,openalex,International Journal of Colorectal Disease,Taiwan,2011
10.3390/molecules17078010,22759914,,control,openalex,Molecules,Taiwan,2012
10.1007/s00384-003-0515-y,14752674,,control,openalex,International Journal of Colorectal Disease,Taiwan,2004
10.1186/1471-2407-14-181,24625091,,control,openalex,BMC Cancer,Taiwan,2014
10.1016/j.envint.2007.01.009,17316804,,control,openalex,Environment International,Taiwan,2007
10.1016/j.ygyno.2005.12.023,16466781,,control,openalex,Gynecologic Oncology,Taiwan,2006
10.1016/j.oraloncology.2010.07.002,20729138,,control,openalex,Oral Oncology,Taiwan,2010
10.1016/j.fct.2011.12.016,22210353,,control,openalex,Food and Chemical Toxicology,Taiwan,2011
10.1245/s10434-013-3400-0,24276640,,control,openalex,Annals of Surgical Oncology,Taiwan,2013
10.1245/s10434-011-1985-8,21842265,,control,openalex,Annals of Surgical Oncology,Taiwan,2011
10.1245/s10434-011-1621-7,21409490,,control,openalex,Annals of Surgical Oncology,Taiwan,2011
10.1371/journal.pone.0035123,22529978,,control,openalex,PLoS ONE,Taiwan,2012
10.1016/j.ejso.2005.12.010,16455224,,control,openalex,European Journal of Surgical Oncology,Taiwan,2006
10.1097/brs.0b013e318074d6c7,17621197,,control,openalex,Spine,Taiwan,2007
10.1016/j.oraloncology.2008.02.008,18487076,,control,openalex,Oral Oncology,Taiwan,2008
10.1016/j.jprot.2012.07.039,22902387,,control,openalex,Journal of Proteomics,Taiwan,2012
10.1016/j.jep.2008.09.025,18951965,,control,openalex,Journal of Ethnopharmacology,Taiwan,2008
10.1186/1471-2458-13-13,23297757,,control,openalex,BMC Public Health,Taiwan,2013
10.1245/s10434-006-9012-1,16960682,,control,openalex,Annals of Surgical Oncology,Taiwan,2006
10.1002/ijc.1541,11745489,,control,openalex,International Journal of Cancer,Taiwan,2001
10.1016/j.archoralbio.2007.09.001,17936716,,control,openalex,Archives of Oral Biology,Taiwan,2007
10.1111/ases.12052,24308590,,control,openalex,Asian Journal of Endoscopic Surgery,Taiwan,2013
10.1177/1534735411400311,21382955,,control,openalex,Integrative Cancer Therapies,Taiwan,2011
10.1016/j.oraloncology.2009.07.015,19717330,,control,openalex,Oral Oncology,Taiwan,2009
10.1093/carcin/bgs023,22298639,,control,openalex,Carcinogenesis,Taiwan,2012
10.1002/tox.21896,23949904,,control,openalex,Environmental Toxicology,Taiwan,2013
10.1007/s10278-006-1041-6,17252171,,control,openalex,Journal of Digital Imaging,Taiwan,2007
10.1093/carcin/bgi133,15905197,,control,openalex,Carcinogenesis,Taiwan,2005
10.1016/j.oraloncology.2012.07.003,22854067,,control,openalex,Oral Oncology,Taiwan,2012
10.1016/j.cca.2009.03.038,19332043,,control,openalex,Clinica Chimica Acta,Taiwan,2009
10.1269/jrr.46.387,16394628,,control,openalex,Journal of Radiation Research,Taiwan,2005
10.1111/j.1468-3083.2006.01887.x,17243953,,control,openalex,Journal of the European Academy of Dermatology and Venereology,Taiwan,2006
10.1002/pros.21052,19790232,,control,openalex,The Prostate,Taiwan,2009
10.1097/md.0000000000001736,26512566,,control,openalex,Medicine,Taiwan,2015
10.1002/cam4.602,26799163,,control,openalex,Cancer Medicine,Taiwan,2016
10.18632/oncotarget.9602,27244887,,control,openalex,Oncotarget,Taiwan,2016
10.18632/oncotarget.13755,27926533,,control,openalex,Oncotarget,Taiwan,2016
10.18632/oncotarget.16916,28915598,,control,openalex,Oncotarget,Taiwan,2017
10.1016/j.lungcan.2017.04.001,28625633,,control,openalex,Lung Cancer,Taiwan,2017
10.1097/pas.0000000000000865,28505009,,control,openalex,The American Journal of Surgical Pathology,Taiwan,2017
10.1016/j.canlet.2017.06.002,28610956,,control,openalex,Cancer Letters,Taiwan,2017
10.1186/s12889-017-4819-1,29017525,,control,openalex,BMC Public Health,Taiwan,2017
10.1007/s00384-017-2907-4,29030683,,control,openalex,International Journal of Colorectal Disease,Taiwan,2017
10.1016/j.jep.2017.10.031,29100936,,control,openalex,Journal of Ethnopharmacology,Taiwan,2017
10.1002/advs.201700339,29610720,,control,openalex,Advanced Science,Taiwan,2017
10.4143/crt.2017.512,29334606,,control,openalex,Cancer Research and Treatment,Taiwan,2018
10.1186/s12885-018-4529-9,29848298,,control,openalex,BMC Cancer,Taiwan,2018
10.1016/j.breast.2019.05.003,31100572,,control,openalex,The Breast,Taiwan,2019
10.3390/cancers11060739,31141996,,control,openalex,Cancers,Taiwan,2019
10.1158/0008-5472.can-19-1402,31431460,,control,openalex,Cancer Research,Taiwan,2019
10.3390/ijms21072360,32235327,,control,openalex,International Journal of Molecular Sciences,Taiwan,2020
10.1016/j.omto.2020.05.009,32637575,,control,openalex,Molecular Therapy — Oncolytics,Taiwan,2020
10.1021/jm020492l,12852760,,control,openalex,Journal of Medicinal Chemistry,Taiwan,2003
10.1006/gyno.2000.5801,10873402,,control,openalex,Gynecologic Oncology,Taiwan,2000
10.1006/gyno.2002.6714,12079299,,control,openalex,Gynecologic Oncology,Taiwan,2002
10.1038/sj.onc.1203715,10949931,,control,openalex,Oncogene,Taiwan,2000
10.1593/neo.101722,21472143,,control,openalex,Neoplasia,Taiwan,2011
10.3748/wjg.v11.i6.778,15682467,,control,openalex,World Journal of Gastroenterology,Taiwan,2005
10.1038/onc.2011.596,22231444,,control,openalex,Oncogene,Taiwan,2012
10.1245/s10434-012-2224-7,22805857,,control,openalex,Annals of Surgical Oncology,Taiwan,2012
10.18632/oncotarget.1994,25004126,,control,openalex,Oncotarget,Taiwan,2014
10.7717/peerj.1386,26587348,,control,openalex,PeerJ,Taiwan,2015
10.1186/s12957-016-1080-5,28077134,,control,openalex,World Journal of Surgical Oncology,Taiwan,2017
10.1093/nar/gkx683,28985359,,control,openalex,Nucleic Acids Research,Taiwan,2017
10.1002/cam4.2059,30865385,,control,openalex,Cancer Medicine,Taiwan,2019
10.3390/cancers11070899,31252656,,control,openalex,Cancers,Taiwan,2019
10.1038/s41388-019-0994-0,31477838,,control,openalex,Oncogene,Taiwan,2019
10.1016/j.mce.2019.110595,31563469,,control,openalex,Molecular and Cellular Endocrinology,Taiwan,2019
10.1111/jcmm.14879,31821701,,control,openalex,Journal of Cellular and Molecular Medicine,Taiwan,2019
10.1016/j.canlet.2020.11.017,33271263,,control,openalex,Cancer Letters,Taiwan,2020
10.1016/j.biopha.2021.111585,33862493,,control,openalex,Biomedicine & Pharmacotherapy,Taiwan,2021
10.3389/fonc.2021.739144,34868935,,control,openalex,Frontiers in Oncology,Taiwan,2021
10.1158/0008-5472.can-22-1695,35950912,,control,openalex,Cancer Research,Taiwan,2022
10.1038/s41419-022-05512-2,36539411,,control,openalex,Cell Death and Disease,Taiwan,2022
10.7150/ijbs.80590,36923933,,control,openalex,International Journal of Biological Sciences,Taiwan,2023
10.1002/jcsm.13282,37435785,,control,openalex,Journal of Cachexia Sarcopenia and Muscle,Taiwan,2023
10.18632/oncotarget.4987,26320193,,control,openalex,Oncotarget,Taiwan,2015
10.1111/j.1547-5069.2012.01453.x,22726108,,control,openalex,Journal of Nursing Scholarship,Taiwan,2012
10.18632/oncotarget.3613,25909285,,control,openalex,Oncotarget,Taiwan,2015
10.18632/oncotarget.3045,25762620,,control,openalex,Oncotarget,Taiwan,2015
10.1111/j.1365-2362.2010.02322.x,20561027,,control,openalex,European Journal of Clinical Investigation,Taiwan,2010
10.1046/j.1464-410x.2002.02733.x,11966629,,control,openalex,British Journal of Urology,Taiwan,2002
10.1016/j.jbspin.2011.09.011,22088929,,control,openalex,Joint Bone Spine,Taiwan,2011
10.1111/jop.12288,25401496,,control,openalex,Journal of Oral Pathology and Medicine,Taiwan,2014
10.1186/1471-2407-13-599,24330663,,control,openalex,BMC Cancer,Taiwan,2013
10.1111/j.1440-1746.2004.03346.x,15151616,,control,openalex,Journal of Gastroenterology and Hepatology,Taiwan,2004
10.1002/jmv.21296,18712832,,control,openalex,Journal of Medical Virology,Taiwan,2008
10.1016/j.foodchem.2010.11.152,,,control,openalex,Food Chemistry,Taiwan,2010
10.1002/cncr.22814,17577219,,control,openalex,Cancer,Taiwan,2007
10.1371/journal.pone.0108049,25229239,,control,openalex,PLoS ONE,Taiwan,2014
10.1021/jf901053x,19705844,,control,openalex,Journal of Agricultural and Food Chemistry,Taiwan,2009
10.1158/0008-5472.can-12-1568,23139208,,control,openalex,Cancer Research,Taiwan,2012
10.1017/s000711451100345x,21864416,,control,openalex,British Journal Of Nutrition,Taiwan,2011
10.1016/j.jep.2011.03.048,21470575,,control,openalex,Journal of Ethnopharmacology,Taiwan,2011
10.7150/ijbs.7.74,21278918,,control,openalex,International Journal of Biological Sciences,Taiwan,2011
10.1021/jm801649y,19507860,,control,openalex,Journal of Medicinal Chemistry,Taiwan,2009
10.1038/cddis.2013.420,24201806,,control,openalex,Cell Death and Disease,Taiwan,2013
10.1016/j.mrfmmm.2010.12.009,21185843,,control,openalex,Mutation research. Fundamental and molecular mechanisms of mutagenesis,Taiwan,2010
10.1038/onc.2014.445,25619838,,control,openalex,Oncogene,Taiwan,2015
10.1002/jso.20546,16967447,,control,openalex,Journal of Surgical Oncology,Taiwan,2006
10.1002/pon.1167,17315285,,control,openalex,Psycho-Oncology,Taiwan,2007
10.1016/j.jphotochem.2009.03.009,,,control,openalex,Journal of Photochemistry and Photobiology A Chemistry,Taiwan,2009
10.1016/j.oraloncology.2010.01.008,20138564,,control,openalex,Oral Oncology,Taiwan,2010
10.1188/08.onf.273-281,18321840,,control,openalex,Oncology nursing forum,Taiwan,2008
10.1111/codi.12318,23773491,,control,openalex,Colorectal Disease,Taiwan,2013
10.1002/path.2053,16955398,,control,openalex,The Journal of Pathology,Taiwan,2006
10.1093/ecam/neq057,21792367,,control,openalex,Evidence-based Complementary and Alternative Medicine,Taiwan,2010
10.1111/hpb.12071,23472708,,control,openalex,HPB,Taiwan,2013
10.3748/wjg.v16.i46.5801,21155000,,control,openalex,World Journal of Gastroenterology,Taiwan,2010
10.1016/j.canlet.2015.07.003,26184998,,control,openalex,Cancer Letters,Taiwan,2015
10.3748/wjg.15.3349,19610135,,control,openalex,World Journal of Gastroenterology,Taiwan,2009
10.1007/s00384-009-0663-9,19198855,,control,openalex,International Journal of Colorectal Disease,Taiwan,2009
10.1111/j.0904-2512.2004.00118.x,15061708,,control,openalex,Journal of Oral Pathology and Medicine,Taiwan,2004
10.3748/wjg.v20.i32.11384,25170226,,control,openalex,World Journal of Gastroenterology,Taiwan,2014
10.1371/journal.pone.0152165,27031837,,control,openalex,PLoS ONE,Taiwan,2016
10.1158/1078-0432.ccr-15-2704,27036136,,control,openalex,Clinical Cancer Research,Taiwan,2016
10.4254/wjh.v7.i10.1412,26052386,,control,openalex,World Journal of Hepatology,Taiwan,2015
10.1158/1078-0432.ccr-15-1169,27435393,,control,openalex,Clinical Cancer Research,Taiwan,2016
10.3390/ijms17091530,27626412,,control,openalex,International Journal of Molecular Sciences,Taiwan,2016
10.1016/j.lungcan.2016.12.001,28024701,,control,openalex,Lung Cancer,Taiwan,2016
10.18632/oncotarget.13845,28032597,,control,openalex,Oncotarget,Taiwan,2016
10.3390/molecules22030437,28287444,,control,openalex,Molecules,Taiwan,2017
10.18632/oncotarget.17665,28537895,,control,openalex,Oncotarget,Taiwan,2017
10.1038/s41598-017-02224-y,28515452,,control,openalex,Scientific Reports,Taiwan,2017
10.1038/s41598-017-04732-3,28667334,,control,openalex,Scientific Reports,Taiwan,2017
10.1371/journal.pone.0180383,28683123,,control,openalex,PLoS ONE,Taiwan,2017
10.1038/s41598-017-04952-7,28725043,,control,openalex,Scientific Reports,Taiwan,2017
10.1177/1534735417722224,28774207,,control,openalex,Integrative Cancer Therapies,Taiwan,2017
10.1016/j.canlet.2018.06.029,29944905,,control,openalex,Cancer Letters,Taiwan,2018
10.1016/j.biomaterials.2019.05.013,31132644,,control,openalex,Biomaterials,Taiwan,2019
10.1002/ijc.32487,31162839,,control,openalex,International Journal of Cancer,Taiwan,2019
10.1007/s10549-004-8235-8,15868434,,control,openalex,Breast Cancer Research and Treatment,Taiwan,2005
10.1245/s10434-008-0196-4,19011944,,control,openalex,Annals of Surgical Oncology,Taiwan,2008
10.1038/sj.onc.1205585,12096343,,control,openalex,Oncogene,Taiwan,2002
10.1016/j.ijrobp.2003.09.013,15050330,,control,openalex,International Journal of Radiation Oncology*Biology*Physics,Taiwan,2004
10.1148/radiol.09091090,20308443,,control,openalex,Radiology,Taiwan,2010
10.1016/j.ajpath.2012.04.025,22688058,,control,openalex,American Journal Of Pathology,Taiwan,2012
10.1016/j.oraloncology.2015.01.001,25604257,,control,openalex,Oral Oncology,Taiwan,2015
10.3892/or.2010.1080,21152873,,control,openalex,Oncology Reports,Taiwan,2010
10.1111/jcmm.12486,25403643,,control,openalex,Journal of Cellular and Molecular Medicine,Taiwan,2014
10.1002/stem.2674,28782268,,control,openalex,Stem Cells,Taiwan,2017
10.1038/s41419-018-0915-0,30158579,,control,openalex,Cell Death and Disease,Taiwan,2018
10.1186/s12951-019-0519-6,31426807,,control,openalex,Journal of Nanobiotechnology,Taiwan,2019
10.1111/ecc.13161,31475417,,control,openalex,European Journal of Cancer Care,Taiwan,2019
10.3390/cancers12030697,32187976,,control,openalex,Cancers,Taiwan,2020
10.3390/cancers12051088,32349352,,control,openalex,Cancers,Taiwan,2020
10.1002/jcp.30150,33251599,,control,openalex,Journal of Cellular Physiology,Taiwan,2020
10.1136/jitc-2020-001392,33243934,,control,openalex,Journal for ImmunoTherapy of Cancer,Taiwan,2020
10.3390/pharmaceutics14020304,35214033,,control,openalex,Pharmaceutics,Taiwan,2022
10.1007/s10142-023-01185-y,37523012,,control,openalex,Functional & Integrative Genomics,Taiwan,2023
10.18632/oncotarget.2631,25401518,,control,openalex,Oncotarget,Taiwan,2014
10.1111/j.1600-0714.2011.01009.x,21332579,,control,openalex,Journal of Oral Pathology and Medicine,Taiwan,2011
10.1002/hed.23743,24801563,,control,openalex,Head & Neck,Taiwan,2014
10.18632/oncotarget.4365,26090866,,control,openalex,Oncotarget,Taiwan,2015
10.18632/oncotarget.1981,25003232,,control,openalex,Oncotarget,Taiwan,2014
10.18632/oncotarget.3768,25980437,,control,openalex,Oncotarget,Taiwan,2015
10.1111/j.1442-2042.2011.02876.x,22151644,,control,openalex,International Journal of Urology,Taiwan,2011
10.1002/path.1982,16639692,,control,openalex,The Journal of Pathology,Taiwan,2006
10.1002/jso.20109,15334631,,control,openalex,Journal of Surgical Oncology,Taiwan,2004
10.1039/c4tb00970c,32261957,,control,openalex,Journal of Materials Chemistry B,Taiwan,2014
10.1038/srep09783,25928182,,control,openalex,Scientific Reports,Taiwan,2015
10.1245/s10434-010-1534-x,21222167,,control,openalex,Annals of Surgical Oncology,Taiwan,2011
10.1111/jop.12133,24822265,,control,openalex,Journal of Oral Pathology and Medicine,Taiwan,2013
10.3802/jgo.2013.24.4.376,24167674,,control,openalex,Journal of Gynecologic Oncology,Taiwan,2013
10.1371/journal.pone.0053096,23300866,,control,openalex,PLoS ONE,Taiwan,2012
10.1007/s00432-009-0625-1,19551407,,control,openalex,Journal of Cancer Research and Clinical Oncology,Taiwan,2009
10.1002/mc.20352,18085528,,control,openalex,Molecular Carcinogenesis,Taiwan,2007
10.1016/j.fct.2009.01.044,19425186,,control,openalex,Food and Chemical Toxicology,Taiwan,2009
10.1016/j.lungcan.2004.05.012,15541810,,control,openalex,Lung Cancer,Taiwan,2004
10.1016/s0360-3016(01)02656-6,11849804,,control,openalex,International Journal of Radiation Oncology*Biology*Physics,Taiwan,2002
10.1038/onc.2014.184,24998847,,control,openalex,Oncogene,Taiwan,2014
10.1001/archoto.2010.47,20479383,,control,openalex,Archives of Otolaryngology - Head and Neck Surgery,Taiwan,2010
10.1155/2012/924168,22693487,,control,openalex,Experimental Diabetes Research,Taiwan,2012
10.1007/s00520-002-0397-5,12436222,,control,openalex,Supportive Care in Cancer,Taiwan,2002
10.1016/j.jpainsymman.2007.10.015,18411015,,control,openalex,Journal of Pain and Symptom Management,Taiwan,2008
10.1007/s11605-012-1828-3,22328001,,control,openalex,Journal of Gastrointestinal Surgery,Taiwan,2012
10.1002/hed.21138,19484765,,control,openalex,Head & Neck,Taiwan,2009
10.1158/1078-0432.ccr-05-0601,16061855,,control,openalex,Clinical Cancer Research,Taiwan,2005
10.1089/jpm.2012.0499,23556989,,control,openalex,Journal of Palliative Medicine,Taiwan,2013
10.1016/j.acra.2008.01.010,18572123,,control,openalex,Academic Radiology,Taiwan,2008
10.1016/j.oraloncology.2008.07.002,18805047,,control,openalex,Oral Oncology,Taiwan,2008
10.1186/s12906-015-0592-9,25885960,,control,openalex,BMC Complementary and Alternative Medicine,Taiwan,2015
10.1016/j.fct.2004.03.011,15207385,,control,openalex,Food and Chemical Toxicology,Taiwan,2004
10.1097/sla.0b013e3181a3e52b,19387325,,control,openalex,Annals of Surgery,Taiwan,2009
10.1016/j.biomaterials.2014.11.029,25542791,,control,openalex,Biomaterials,Taiwan,2014
10.1016/s1386-6532(03)00167-7,15018855,,control,openalex,Journal of Clinical Virology,Taiwan,2003
10.1136/jclinpath-2012-200944,23087329,,control,openalex,Journal of Clinical Pathology,Taiwan,2012
10.1016/j.ijrobp.2009.03.011,19596170,,control,openalex,International Journal of Radiation Oncology*Biology*Physics,Taiwan,2009
10.1158/1078-0432.ccr-10-2107,21642380,,control,openalex,Clinical Cancer Research,Taiwan,2011
10.1002/ijc.24657,19536777,,control,openalex,International Journal of Cancer,Taiwan,2009
10.1158/0008-5472.can-09-4148,20501832,,control,openalex,Cancer Research,Taiwan,2010
10.3748/wjg.v11.i21.3250,15929176,,control,openalex,World Journal of Gastroenterology,Taiwan,2005
10.1016/j.cca.2005.11.013,16403482,,control,openalex,Clinica Chimica Acta,Taiwan,2006
10.3748/wjg.v18.i30.4051,22912557,,control,openalex,World Journal of Gastroenterology,Taiwan,2012
10.3892/or.2014.3209,24859325,,control,openalex,Oncology Reports,Taiwan,2014
10.1369/jhc.7a7235.2007,17510372,,control,openalex,Journal of Histochemistry & Cytochemistry,Taiwan,2007
10.1111/j.1440-1746.2005.03746.x,15853992,,control,openalex,Journal of Gastroenterology and Hepatology,Taiwan,2005
10.1186/1477-7819-10-23,22280556,,control,openalex,World Journal of Surgical Oncology,Taiwan,2012
10.1002/gcc.20752,20095042,,control,openalex,Genes Chromosomes and Cancer,Taiwan,2010
10.1016/j.ijmedinf.2011.03.011,21530381,,control,openalex,International Journal of Medical Informatics,Taiwan,2011
10.1111/j.1600-0714.2004.00252.x,15482326,,control,openalex,Journal of Oral Pathology and Medicine,Taiwan,2004
10.1136/bmjopen-2013-003740,24202058,,control,openalex,BMJ Open,Taiwan,2013
10.2108/zsj.29.327,22559967,,control,openalex,ZOOLOGICAL SCIENCE,Taiwan,2012
